,LeagueCountry,NationalLeagueLevel,InternationalTeam,League,Club,Age,ClubSince,ActiveInternational,FormerInternational,InternationalGames,Trending,Value
13199,Griechenland,2.Liga,Griechenld. U19,Super League 2,Kallithea,27.0,622.0,0,1,9.0,0,350000.0
13200,Griechenland,2.Liga,,Super League 2,Kallithea,24.0,1020.0,0,0,0.0,0,125000.0
13201,Griechenland,2.Liga,,Super League 2,Kallithea,33.0,607.0,0,0,0.0,0,100000.0
13202,Griechenland,2.Liga,,Super League 2,Kallithea,21.0,293.0,0,0,0.0,1,50000.0
13228,Griechenland,2.Liga,,Super League 2,AE Kifisias,28.0,489.0,0,0,0.0,0,300000.0
13229,Griechenland,2.Liga,,Super League 2,AE Kifisias,30.0,301.0,0,0,0.0,0,100000.0
13230,Griechenland,2.Liga,,Super League 2,AE Kifisias,19.0,245.0,0,0,0.0,1,25000.0
13253,Griechenland,2.Liga,Griechenland U21,Super League 2,Apollon Smyrnis,26.0,975.0,0,1,15.0,0,350000.0
13254,Griechenland,2.Liga,Griechenld. U19,Super League 2,Apollon Smyrnis,24.0,302.0,0,1,3.0,0,175000.0
13255,Griechenland,2.Liga,Slowenien,Super League 2,Apollon Smyrnis,27.0,493.0,0,1,0.0,0,100000.0
13280,Griechenland,2.Liga,,Super League 2,Olympiakos B,21.0,685.0,0,0,0.0,0,150000.0
13281,Griechenland,2.Liga,,Super League 2,Olympiakos B,20.0,136.0,0,0,0.0,1,100000.0
13282,Griechenland,2.Liga,,Super League 2,Olympiakos B,23.0,685.0,0,0,0.0,1,75000.0
13312,Griechenland,2.Liga,,Super League 2,AE Larisa,33.0,685.0,0,0,0.0,0,250000.0
13313,Griechenland,2.Liga,Griechenl. U18,Super League 2,AE Larisa,22.0,1934.0,0,1,1.0,1,100000.0
13342,Griechenland,2.Liga,,Super League 2,AEK Athen B,24.0,685.0,0,0,0.0,1,150000.0
13344,Griechenland,2.Liga,Griechenld. U19,Super League 2,AEK Athen B,20.0,663.0,0,1,3.0,1,25000.0
13379,Griechenland,2.Liga,Griechenld. U19,Super League 2,PAE Chania,25.0,676.0,0,1,2.0,0,300000.0
13380,Griechenland,2.Liga,,Super League 2,PAE Chania,31.0,136.0,0,0,0.0,1,200000.0
13405,Griechenland,2.Liga,,Super League 2,PS Kalamata,33.0,989.0,0,0,0.0,0,200000.0
13406,Griechenland,2.Liga,Guinea-Bissau,Super League 2,PS Kalamata,33.0,320.0,0,0,51.0,0,100000.0
13407,Griechenland,2.Liga,,Super League 2,PS Kalamata,24.0,501.0,0,0,0.0,1,75000.0
13408,Griechenland,2.Liga,Griechenl. U16,Super League 2,PS Kalamata,20.0,1050.0,0,1,2.0,1,25000.0
13436,Griechenland,2.Liga,Griechenl. U18,Super League 2,Panathinaikos B,21.0,625.0,0,1,2.0,0,50000.0
13437,Griechenland,2.Liga,,Super League 2,Panathinaikos B,21.0,625.0,0,0,0.0,1,25000.0
13469,Griechenland,2.Liga,,Super League 2,Niki Volou,26.0,283.0,0,0,0.0,1,200000.0
13470,Griechenland,2.Liga,,Super League 2,Niki Volou,35.0,664.0,0,0,0.0,0,150000.0
13471,Griechenland,2.Liga,,Super League 2,Niki Volou,20.0,320.0,0,0,0.0,1,25000.0
13472,Griechenland,2.Liga,,Super League 2,Niki Volou,22.0,259.0,0,0,0.0,1,25000.0
13495,Griechenland,2.Liga,Griechenland U21,Super League 2,Anag. Karditsas,28.0,649.0,0,1,2.0,1,250000.0
13496,Griechenland,2.Liga,Griechenld. U19,Super League 2,Anag. Karditsas,25.0,288.0,0,1,3.0,0,250000.0
13520,Griechenland,2.Liga,Griechenland,Super League 2,Iraklis,36.0,308.0,0,1,1.0,0,150000.0
13521,Griechenland,2.Liga,,Super League 2,Iraklis,27.0,645.0,0,0,0.0,0,150000.0
13547,Griechenland,2.Liga,,Super League 2,Veria NPS,24.0,644.0,0,0,0.0,1,150000.0
13548,Griechenland,2.Liga,Griechenl. U16,Super League 2,Veria NPS,22.0,277.0,0,1,1.0,0,50000.0
13577,Griechenland,2.Liga,Griechenland U21,Super League 2,Proodeftiki,26.0,302.0,0,1,3.0,0,175000.0
13578,Griechenland,2.Liga,Griechenland U17,Super League 2,Proodeftiki,20.0,294.0,0,1,4.0,1,150000.0
13608,Griechenland,2.Liga,Griechenland U21,Super League 2,Panachaiki,26.0,300.0,0,1,4.0,0,250000.0
13609,Griechenland,2.Liga,,Super League 2,Panachaiki,31.0,491.0,0,0,0.0,0,200000.0
13610,Griechenland,2.Liga,,Super League 2,Panachaiki,20.0,1232.0,0,0,0.0,1,25000.0
13635,Griechenland,2.Liga,Griechenl. U16,Super League 2,AO Egaleo,23.0,273.0,0,1,0.0,0,75000.0
13636,Griechenland,2.Liga,Griechenland U21,Super League 2,AO Egaleo,37.0,1416.0,0,1,5.0,0,50000.0
13662,Griechenland,2.Liga,Serbien U17,Super League 2,Almopos,23.0,607.0,0,1,1.0,0,150000.0
13663,Griechenland,2.Liga,,Super League 2,Almopos,24.0,235.0,0,0,0.0,1,25000.0
13664,Griechenland,2.Liga,,Super League 2,Almopos,20.0,83.0,0,0,0.0,1,25000.0
13690,Griechenland,2.Liga,,Super League 2,Makedonikos,24.0,280.0,0,0,0.0,0,125000.0
13691,Griechenland,2.Liga,,Super League 2,Makedonikos,32.0,657.0,0,0,0.0,0,100000.0
13692,Griechenland,2.Liga,,Super League 2,Makedonikos,26.0,106.0,0,0,0.0,0,50000.0
13721,Griechenland,2.Liga,,Super League 2,Diagoras,23.0,116.0,0,0,0.0,0,150000.0
13722,Griechenland,2.Liga,,Super League 2,Diagoras,26.0,224.0,0,0,0.0,0,125000.0
13723,Griechenland,2.Liga,,Super League 2,Diagoras,24.0,224.0,0,0,0.0,1,125000.0
13753,Griechenland,2.Liga,Griechenland,Super League 2,GS Ilioupolis,31.0,273.0,0,1,0.0,0,175000.0
13754,Griechenland,2.Liga,,Super League 2,GS Ilioupolis,28.0,267.0,0,0,0.0,1,150000.0
13755,Griechenland,2.Liga,,Super League 2,GS Ilioupolis,22.0,227.0,0,0,0.0,1,25000.0
13778,Griechenland,2.Liga,,Super League 2,OF Ierapetras,25.0,268.0,0,0,0.0,1,200000.0
13779,Griechenland,2.Liga,Griechenland U17,Super League 2,OF Ierapetras,23.0,255.0,0,1,1.0,1,100000.0
13802,Griechenland,2.Liga,,Super League 2,Iraklis Larisas,29.0,134.0,0,0,0.0,1,75000.0
13803,Griechenland,2.Liga,,Super League 2,Iraklis Larisas,29.0,1382.0,0,0,0.0,0,25000.0
13831,Griechenland,2.Liga,,Super League 2,Apollon Pontou,22.0,110.0,0,0,0.0,1,50000.0
13832,Griechenland,2.Liga,Griechenld. U19,Super League 2,Apollon Pontou,39.0,604.0,0,1,1.0,0,50000.0
13833,Griechenland,2.Liga,,Super League 2,Apollon Pontou,19.0,238.0,0,0,0.0,1,25000.0
13855,Griechenland,2.Liga,Griechenl. U18,Super League 2,Thesprotos,22.0,263.0,0,1,0.0,1,75000.0
13856,Griechenland,2.Liga,,Super League 2,Thesprotos,22.0,258.0,0,0,0.0,1,25000.0
13912,Griechenland,2.Liga,,Super League 2,AO Episkopi,25.0,607.0,0,0,0.0,0,75000.0
13913,Griechenland,2.Liga,,Super League 2,AO Episkopi,22.0,243.0,0,0,0.0,1,25000.0
13933,Griechenland,2.Liga,,Super League 2,PASA Irodotos,24.0,116.0,0,0,0.0,0,25000.0
13954,Griechenland,2.Liga,,Super League 2,Ap. Larisas,24.0,320.0,0,0,0.0,1,25000.0
13970,Schottland,1.Liga,Schottland,Premiership,Glasgow Rangers,41.0,1781.0,0,1,42.0,0,400000.0
13971,Schottland,1.Liga,Schottland,Premiership,Glasgow Rangers,25.0,685.0,0,0,0.0,1,400000.0
13972,Schottland,1.Liga,Schottland,Premiership,Glasgow Rangers,35.0,1050.0,0,1,2.0,0,350000.0
13973,Schottland,1.Liga,Schottland U21,Premiership,Glasgow Rangers,23.0,685.0,0,1,1.0,1,50000.0
14002,Schottland,1.Liga,England,Premiership,Celtic Glasgow,36.0,652.0,0,1,75.0,0,1700000.0
14003,Schottland,1.Liga,Schweiz U21,Premiership,Celtic Glasgow,31.0,320.0,0,1,1.0,1,800000.0
14004,Schottland,1.Liga,Schottland,Premiership,Celtic Glasgow,31.0,1781.0,0,1,3.0,0,650000.0
14005,Schottland,1.Liga,Nordirland,Premiership,Celtic Glasgow,25.0,1050.0,1,0,3.0,1,600000.0
14028,Schottland,1.Liga,Schottland,Premiership,Heart of Midl.,30.0,257.0,1,0,0.0,1,550000.0
14029,Schottland,1.Liga,Schottland,Premiership,Heart of Midl.,40.0,1050.0,0,0,74.0,0,450000.0
14030,Schottland,1.Liga,Schottland U19,Premiership,Heart of Midl.,28.0,685.0,0,1,1.0,1,200000.0
14057,Schottland,1.Liga,Schottland,Premiership,Hibernian FC,38.0,320.0,0,0,46.0,0,250000.0
14058,Schottland,1.Liga,Polen U18,Premiership,Hibernian FC,24.0,1050.0,0,1,1.0,1,150000.0
14082,Schottland,1.Liga,Niederlande U21,Premiership,Aberdeen FC,22.0,106.0,1,0,2.0,0,1300000.0
14083,Schottland,1.Liga,Niederlande U15,Premiership,Aberdeen FC,30.0,320.0,0,1,2.0,0,450000.0
14084,Schottland,1.Liga,England,Premiership,Aberdeen FC,35.0,2511.0,0,1,0.0,0,350000.0
14106,Schottland,1.Liga,,Premiership,St. Johnstone,29.0,294.0,0,0,0.0,1,350000.0
14107,Schottland,1.Liga,England U20,Premiership,St. Johnstone,32.0,1416.0,0,1,3.0,0,225000.0
14108,Schottland,1.Liga,Schottland U21,Premiership,St. Johnstone,22.0,1019.0,0,0,1.0,1,50000.0
14133,Schottland,1.Liga,Schottland,Premiership,Motherwell FC,27.0,681.0,1,0,0.0,0,600000.0
14134,Schottland,1.Liga,England U17,Premiership,Motherwell FC,25.0,277.0,0,1,4.0,1,150000.0
14135,Schottland,1.Liga,Schottland U16,Premiership,Motherwell FC,20.0,320.0,0,1,1.0,1,50000.0
14162,Schottland,1.Liga,Nordirland,Premiership,St. Mirren,35.0,320.0,0,0,7.0,0,350000.0
14163,Schottland,1.Liga,Slowakei U19,Premiership,St. Mirren,23.0,1206.0,0,1,0.0,1,75000.0
14185,Schottland,1.Liga,,Premiership,Ross County,30.0,1416.0,0,0,0.0,1,400000.0
14186,Schottland,1.Liga,Schottland U21,Premiership,Ross County,23.0,1781.0,0,1,0.0,1,100000.0
14211,Schottland,1.Liga,,Premiership,Livingston FC,25.0,298.0,0,0,0.0,1,325000.0
14212,Schottland,1.Liga,Schottland,Premiership,Livingston FC,29.0,271.0,0,1,0.0,0,250000.0
14234,Schottland,1.Liga,,Premiership,Kilmarnock FC,31.0,680.0,0,0,0.0,1,400000.0
14235,Schottland,1.Liga,,Premiership,Kilmarnock FC,23.0,320.0,0,0,0.0,1,300000.0
14261,Schottland,1.Liga,Australien,Premiership,Dundee United,32.0,300.0,0,1,1.0,0,375000.0
14262,Schottland,1.Liga,Schottland U21,Premiership,Dundee United,21.0,1041.0,1,0,1.0,1,150000.0
14284,Schottland,2.Liga,Schottland U21,Championship,Inverness CT,32.0,2144.0,0,1,5.0,0,325000.0
14285,Schottland,2.Liga,,Championship,Inverness CT,26.0,2511.0,0,0,0.0,1,150000.0
14310,Schottland,2.Liga,,Championship,Dundee FC,36.0,915.0,0,0,0.0,0,100000.0
14311,Schottland,2.Liga,Irland,Championship,Dundee FC,28.0,667.0,0,1,0.0,1,100000.0
14312,Schottland,2.Liga,Schottland U21,Championship,Dundee FC,22.0,1050.0,0,0,0.0,1,100000.0
14337,Schottland,2.Liga,,Championship,Partick Thistle,25.0,2146.0,0,0,0.0,1,350000.0
14338,Schottland,2.Liga,,Championship,Partick Thistle,33.0,320.0,0,0,0.0,1,150000.0
14356,Schottland,2.Liga,Schottland U21,Championship,Hamilton Acad.,26.0,2129.0,0,1,11.0,0,350000.0
14357,Schottland,2.Liga,Schottland U17,Championship,Hamilton Acad.,21.0,1050.0,0,1,3.0,1,75000.0
14383,Schottland,2.Liga,Schottland U19,Championship,Ayr United,24.0,685.0,0,1,2.0,0,225000.0
14384,Schottland,2.Liga,,Championship,Ayr United,26.0,678.0,0,0,0.0,1,175000.0
14385,Schottland,2.Liga,Schottland U16,Championship,Ayr United,16.0,78.0,1,0,1.0,1,25000.0
14411,Schottland,2.Liga,Schottland,Championship,Raith Rovers,37.0,1035.0,0,1,0.0,0,250000.0
14412,Schottland,2.Liga,Schottland U21,Championship,Raith Rovers,30.0,1781.0,0,1,0.0,0,100000.0
14413,Schottland,2.Liga,,Championship,Raith Rovers,22.0,265.0,0,0,0.0,1,50000.0
14434,Schottland,2.Liga,,Championship,Morton,21.0,320.0,0,0,0.0,1,200000.0
14435,Schottland,2.Liga,,Championship,Morton,19.0,303.0,0,0,0.0,1,50000.0
14455,Schottland,2.Liga,,Championship,Queen's Park,24.0,683.0,0,0,0.0,1,200000.0
14456,Schottland,2.Liga,Schottland U18,Championship,Queen's Park,20.0,1049.0,0,1,1.0,1,75000.0
14479,Schottland,2.Liga,,Championship,Arbroath,36.0,1416.0,0,0,0.0,0,150000.0
14480,Schottland,2.Liga,Schottland U20,Championship,Arbroath,25.0,320.0,0,1,1.0,1,50000.0
14502,Schottland,2.Liga,Schottland,Championship,Cove Rangers,35.0,120.0,0,1,0.0,0,200000.0
14503,Schottland,2.Liga,,Championship,Cove Rangers,24.0,685.0,0,0,0.0,0,125000.0
14525,Ukraine,1.Liga,Ukraine,Premier Liga,Shakhtar D.,21.0,1232.0,1,0,4.0,1,18000000.0
14526,Ukraine,1.Liga,Ukraine,Premier Liga,Shakhtar D.,24.0,96.0,0,0,2.0,1,2500000.0
14527,Ukraine,1.Liga,Ukraine,Premier Liga,Shakhtar D.,38.0,5980.0,0,1,102.0,0,500000.0
14528,Ukraine,1.Liga,Ukraine,Premier Liga,Shakhtar D.,31.0,1781.0,0,1,0.0,0,400000.0
14556,Ukraine,1.Liga,Ukraine,Premier Liga,Dynamo Kiew,28.0,2327.0,0,0,15.0,1,10000000.0
14557,Ukraine,1.Liga,Ukraine U21,Premier Liga,Dynamo Kiew,21.0,1017.0,1,0,8.0,1,2000000.0
14558,Ukraine,1.Liga,Ukraine,Premier Liga,Dynamo Kiew,35.0,1781.0,0,1,7.0,0,1000000.0
14586,Ukraine,1.Liga,,Premier Liga,SK Dnipro-1,29.0,283.0,0,0,0.0,1,1000000.0
14587,Ukraine,1.Liga,,Premier Liga,SK Dnipro-1,21.0,292.0,0,0,0.0,1,200000.0
14615,Ukraine,1.Liga,Ukraine U21,Premier Liga,Zorya Lugansk,23.0,685.0,0,1,0.0,1,1500000.0
14616,Ukraine,1.Liga,Ukraine U21,Premier Liga,Zorya Lugansk,24.0,127.0,0,1,2.0,0,250000.0
14617,Ukraine,1.Liga,,Premier Liga,Zorya Lugansk,19.0,320.0,0,0,0.0,1,200000.0
14618,Ukraine,1.Liga,Ukraine U21,Premier Liga,Zorya Lugansk,21.0,230.0,0,1,2.0,1,200000.0
14619,Ukraine,1.Liga,Ukraine U17,Premier Liga,Zorya Lugansk,20.0,501.0,0,1,0.0,1,100000.0
14645,Ukraine,1.Liga,Ukraine U19,Premier Liga,Vorskla Poltava,19.0,685.0,0,1,0.0,0,300000.0
14646,Ukraine,1.Liga,,Premier Liga,Vorskla Poltava,25.0,82.0,0,0,0.0,1,150000.0
14675,Ukraine,1.Liga,Ukraine,Premier Liga,FK Oleksandriya,30.0,124.0,1,0,0.0,0,800000.0
14676,Ukraine,1.Liga,Ukraine U21,Premier Liga,FK Oleksandriya,22.0,664.0,0,1,0.0,1,100000.0
14677,Ukraine,1.Liga,,Premier Liga,FK Oleksandriya,21.0,307.0,0,0,0.0,1,50000.0
14702,Ukraine,1.Liga,Ukraine,Premier Liga,Kolos Kovalivka,29.0,2141.0,0,0,0.0,0,700000.0
14703,Ukraine,1.Liga,Ukraine U21,Premier Liga,Kolos Kovalivka,25.0,685.0,0,1,3.0,1,200000.0
14704,Ukraine,1.Liga,Ukraine U21,Premier Liga,Kolos Kovalivka,20.0,623.0,1,0,4.0,1,200000.0
14726,Ukraine,1.Liga,Kasachstan,Premier Liga,Chornomorets,35.0,309.0,0,1,12.0,0,300000.0
14727,Ukraine,1.Liga,,Premier Liga,Chornomorets,21.0,1005.0,0,0,0.0,1,100000.0
14728,Ukraine,1.Liga,Ukraine U21,Premier Liga,Chornomorets,35.0,492.0,0,1,1.0,0,100000.0
14751,Ukraine,1.Liga,Ukraine U21,Premier Liga,Kryvbas,28.0,315.0,0,1,4.0,0,300000.0
14752,Ukraine,1.Liga,,Premier Liga,Kryvbas,30.0,317.0,0,0,0.0,0,100000.0
14753,Ukraine,1.Liga,Ukraine U16,Premier Liga,Kryvbas,20.0,295.0,0,1,0.0,1,50000.0
14778,Ukraine,1.Liga,Ukraine U21,Premier Liga,Ingulets,25.0,118.0,0,1,7.0,1,600000.0
14779,Ukraine,1.Liga,,Premier Liga,Ingulets,31.0,301.0,0,0,0.0,1,150000.0
14780,Ukraine,1.Liga,Ukraine U21,Premier Liga,Ingulets,28.0,238.0,0,1,10.0,0,100000.0
14781,Ukraine,1.Liga,,Premier Liga,Ingulets,19.0,259.0,0,0,0.0,1,50000.0
14806,Ukraine,1.Liga,Ukraine U19,Premier Liga,Metalist 1925,27.0,281.0,0,1,5.0,1,400000.0
14807,Ukraine,1.Liga,Ukraine U21,Premier Liga,Metalist 1925,34.0,1776.0,0,1,0.0,0,150000.0
14808,Ukraine,1.Liga,,Premier Liga,Metalist 1925,19.0,320.0,0,0,0.0,1,50000.0
14833,Ukraine,1.Liga,Ukraine,Premier Liga,Rukh Lviv,38.0,685.0,0,1,0.0,0,200000.0
14834,Ukraine,1.Liga,Ukraine U19,Premier Liga,Rukh Lviv,19.0,320.0,0,0,1.0,1,100000.0
14860,Ukraine,1.Liga,,Premier Liga,Veres Rivne,35.0,1195.0,0,0,0.0,1,300000.0
14861,Ukraine,1.Liga,,Premier Liga,Veres Rivne,23.0,1353.0,0,0,0.0,1,50000.0
14862,Ukraine,1.Liga,,Premier Liga,Veres Rivne,20.0,320.0,0,0,0.0,1,50000.0
14882,Ukraine,1.Liga,,Premier Liga,Metalist,24.0,281.0,0,0,0.0,0,300000.0
14883,Ukraine,1.Liga,,Premier Liga,Metalist,22.0,86.0,0,0,0.0,1,100000.0
14884,Ukraine,1.Liga,Ukraine U21,Premier Liga,Metalist,21.0,275.0,0,1,1.0,1,50000.0
14908,Ukraine,1.Liga,,Premier Liga,PFK Lviv,33.0,85.0,0,0,0.0,0,300000.0
14909,Ukraine,1.Liga,Ukraine,Premier Liga,PFK Lviv,36.0,127.0,0,1,2.0,0,150000.0
14910,Ukraine,1.Liga,,Premier Liga,PFK Lviv,19.0,320.0,0,0,0.0,1,50000.0
14935,Ukraine,1.Liga,Ukraine,Premier Liga,FK Minaj,36.0,469.0,0,1,0.0,0,200000.0
14936,Ukraine,1.Liga,Ukraine U21,Premier Liga,FK Minaj,28.0,659.0,0,1,0.0,0,100000.0
14937,Ukraine,1.Liga,,Premier Liga,FK Minaj,20.0,659.0,0,0,0.0,1,50000.0
14961,Polen,1.Liga,Bosnien,Ekstraklasa,Rakow,25.0,685.0,0,1,0.0,1,8000000.0
14962,Polen,1.Liga,Polen U20,Ekstraklasa,Rakow,19.0,1363.0,1,0,1.0,1,700000.0
14963,Polen,1.Liga,Polen U18,Ekstraklasa,Rakow,18.0,300.0,1,0,2.0,1,25000.0
14987,Polen,1.Liga,Polen U21,Ekstraklasa,Lech Posen,30.0,1050.0,0,1,1.0,1,800000.0
14988,Polen,1.Liga,Slowakei,Ekstraklasa,Lech Posen,28.0,134.0,0,1,1.0,0,500000.0
14989,Polen,1.Liga,Ukraine,Ekstraklasa,Lech Posen,31.0,319.0,0,1,0.0,0,300000.0
15016,Polen,1.Liga,Polen,Ekstraklasa,Legia Warschau,20.0,952.0,0,0,0.0,1,4000000.0
15017,Polen,1.Liga,Polen U19,Ekstraklasa,Legia Warschau,27.0,320.0,0,1,0.0,0,500000.0
15018,Polen,1.Liga,Polen U21,Ekstraklasa,Legia Warschau,21.0,1597.0,0,0,8.0,0,400000.0
15019,Polen,1.Liga,,Ekstraklasa,Legia Warschau,21.0,194.0,0,0,0.0,1,50000.0
15046,Polen,1.Liga,,Ekstraklasa,Pogon Stettin,31.0,1416.0,0,0,0.0,0,800000.0
15047,Polen,1.Liga,,Ekstraklasa,Pogon Stettin,21.0,685.0,0,0,0.0,1,300000.0
15048,Polen,1.Liga,,Ekstraklasa,Pogon Stettin,20.0,309.0,0,0,0.0,1,25000.0
15075,Polen,1.Liga,,Ekstraklasa,Cracovia,23.0,1007.0,0,0,0.0,0,1200000.0
15076,Polen,1.Liga,,Ekstraklasa,Cracovia,36.0,1416.0,0,0,0.0,0,50000.0
15077,Polen,1.Liga,,Ekstraklasa,Cracovia,26.0,250.0,0,0,0.0,0,25000.0
15078,Polen,1.Liga,,Ekstraklasa,Cracovia,18.0,666.0,0,0,0.0,1,25000.0
15109,Polen,1.Liga,,Ekstraklasa,Zaglebie Lubin,20.0,1532.0,0,0,0.0,1,1000000.0
15110,Polen,1.Liga,,Ekstraklasa,Zaglebie Lubin,30.0,110.0,0,0,0.0,0,750000.0
15111,Polen,1.Liga,,Ekstraklasa,Zaglebie Lubin,36.0,499.0,0,0,0.0,0,50000.0
15112,Polen,1.Liga,,Ekstraklasa,Zaglebie Lubin,19.0,664.0,0,0,0.0,1,25000.0
15113,Polen,1.Liga,,Ekstraklasa,Zaglebie Lubin,17.0,309.0,0,0,0.0,1,25000.0
15144,Polen,1.Liga,,Ekstraklasa,Górnik Zabrze,24.0,1882.0,0,0,0.0,1,500000.0
15145,Polen,1.Liga,,Ekstraklasa,Górnik Zabrze,25.0,84.0,0,0,0.0,0,300000.0
15146,Polen,1.Liga,,Ekstraklasa,Górnik Zabrze,23.0,685.0,0,0,0.0,0,50000.0
15177,Polen,1.Liga,,Ekstraklasa,Jagiellonia,31.0,501.0,0,0,0.0,0,350000.0
15178,Polen,1.Liga,,Ekstraklasa,Jagiellonia,25.0,286.0,0,0,0.0,0,25000.0
15179,Polen,1.Liga,,Ekstraklasa,Jagiellonia,18.0,632.0,0,0,0.0,1,25000.0
15180,Polen,1.Liga,,Ekstraklasa,Jagiellonia,17.0,306.0,0,0,0.0,1,25000.0
15211,Polen,1.Liga,,Ekstraklasa,Widzew Lodz,25.0,414.0,0,0,0.0,1,1500000.0
15212,Polen,1.Liga,,Ekstraklasa,Widzew Lodz,26.0,685.0,0,0,0.0,0,300000.0
15213,Polen,1.Liga,,Ekstraklasa,Widzew Lodz,31.0,407.0,0,0,0.0,0,50000.0
15240,Polen,1.Liga,,Ekstraklasa,Warta Posen,30.0,2146.0,0,0,0.0,1,550000.0
15241,Polen,1.Liga,,Ekstraklasa,Warta Posen,21.0,685.0,0,0,0.0,1,300000.0
15242,Polen,1.Liga,,Ekstraklasa,Warta Posen,20.0,667.0,0,0,0.0,1,25000.0
15270,Polen,1.Liga,,Ekstraklasa,Piast Gliwice,31.0,1953.0,0,0,0.0,0,600000.0
15271,Polen,1.Liga,,Ekstraklasa,Piast Gliwice,29.0,1019.0,0,0,0.0,0,100000.0
15272,Polen,1.Liga,,Ekstraklasa,Piast Gliwice,21.0,307.0,0,0,0.0,1,25000.0
15299,Polen,1.Liga,,Ekstraklasa,Slask Wroclaw,31.0,320.0,0,0,0.0,1,400000.0
15300,Polen,1.Liga,,Ekstraklasa,Slask Wroclaw,30.0,1019.0,0,0,0.0,0,300000.0
15301,Polen,1.Liga,,Ekstraklasa,Slask Wroclaw,20.0,685.0,0,0,0.0,0,50000.0
15302,Polen,1.Liga,,Ekstraklasa,Slask Wroclaw,23.0,684.0,0,0,0.0,1,25000.0
15303,Polen,1.Liga,,Ekstraklasa,Slask Wroclaw,19.0,308.0,0,0,0.0,1,25000.0
15337,Polen,1.Liga,,Ekstraklasa,Wisla Plock,23.0,2137.0,0,0,0.0,0,400000.0
15338,Polen,1.Liga,,Ekstraklasa,Wisla Plock,32.0,1196.0,0,0,0.0,0,350000.0
15341,Polen,1.Liga,,Ekstraklasa,Wisla Plock,18.0,309.0,0,0,0.0,1,25000.0
15372,Polen,1.Liga,,Ekstraklasa,Lechia Gdansk,37.0,2294.0,0,0,0.0,0,100000.0
15373,Polen,1.Liga,,Ekstraklasa,Lechia Gdansk,34.0,501.0,0,0,0.0,0,75000.0
15399,Polen,1.Liga,,Ekstraklasa,Radomiak,21.0,319.0,0,0,0.0,1,500000.0
15427,Polen,1.Liga,,Ekstraklasa,Stal Mielec,23.0,370.0,0,0,0.0,1,600000.0
15428,Polen,1.Liga,,Ekstraklasa,Stal Mielec,22.0,320.0,0,0,2.0,0,200000.0
15429,Polen,1.Liga,,Ekstraklasa,Stal Mielec,20.0,1398.0,0,0,0.0,0,25000.0
15453,Polen,1.Liga,,Ekstraklasa,Miedz Legnica,29.0,115.0,0,0,9.0,0,350000.0
15454,Polen,1.Liga,,Ekstraklasa,Miedz Legnica,30.0,663.0,0,0,0.0,1,200000.0
15455,Polen,1.Liga,,Ekstraklasa,Miedz Legnica,28.0,866.0,0,0,0.0,0,150000.0
15456,Polen,1.Liga,,Ekstraklasa,Miedz Legnica,17.0,810.0,0,0,0.0,1,50000.0
15483,Polen,1.Liga,,Ekstraklasa,Korona Kielce,22.0,842.0,0,0,0.0,1,350000.0
15484,Polen,1.Liga,,Ekstraklasa,Korona Kielce,30.0,672.0,0,0,0.0,0,150000.0
15485,Polen,1.Liga,,Ekstraklasa,Korona Kielce,18.0,1007.0,0,0,0.0,0,25000.0
15486,Polen,1.Liga,,Ekstraklasa,Korona Kielce,19.0,289.0,0,0,0.0,1,25000.0
15511,Dänemark,1.Liga,,Superligaen,FC Kopenhagen,24.0,683.0,0,0,1.0,1,5000000.0
15512,Dänemark,1.Liga,,Superligaen,FC Kopenhagen,33.0,1405.0,0,0,9.0,0,500000.0
15513,Dänemark,1.Liga,,Superligaen,FC Kopenhagen,17.0,320.0,0,0,0.0,1,200000.0
15539,Dänemark,1.Liga,,Superligaen,Bröndby IF,22.0,1416.0,0,0,0.0,1,2000000.0
15540,Dänemark,1.Liga,,Superligaen,Bröndby IF,21.0,835.0,0,0,0.0,1,150000.0
15541,Dänemark,1.Liga,,Superligaen,Bröndby IF,39.0,685.0,0,0,0.0,0,50000.0
15565,Dänemark,1.Liga,,Superligaen,FC Midtjylland,23.0,1019.0,0,0,4.0,1,700000.0
15566,Dänemark,1.Liga,,Superligaen,FC Midtjylland,34.0,835.0,0,0,1.0,0,600000.0
15567,Dänemark,1.Liga,,Superligaen,FC Midtjylland,19.0,257.0,0,0,0.0,1,100000.0
15592,Dänemark,1.Liga,,Superligaen,Nordsjaelland,27.0,320.0,0,0,1.0,1,500000.0
15593,Dänemark,1.Liga,,Superligaen,Nordsjaelland,28.0,115.0,0,0,1.0,0,500000.0
15594,Dänemark,1.Liga,,Superligaen,Nordsjaelland,20.0,996.0,0,0,6.0,1,150000.0
15621,Dänemark,1.Liga,,Superligaen,Aalborg BK,23.0,136.0,0,0,4.0,0,1000000.0
15622,Dänemark,1.Liga,,Superligaen,Aalborg BK,18.0,475.0,0,0,0.0,1,400000.0
15623,Dänemark,1.Liga,,Superligaen,Aalborg BK,27.0,320.0,0,0,16.0,0,350000.0
15647,Dänemark,1.Liga,,Superligaen,Aarhus GF,27.0,265.0,0,0,1.0,0,400000.0
15648,Dänemark,1.Liga,,Superligaen,Aarhus GF,38.0,685.0,0,0,1.0,0,200000.0
15670,Dänemark,1.Liga,Schweden,Superligaen,Randers FC,31.0,1774.0,0,1,1.0,0,1000000.0
