league_country,scraping_time,link,no,name,league,club,age,height,nationality,position,foot,consultancy,supplier,club_since,contract_until,international,former_international,international_games,international_goals,market_value,market_value_currency,market_value_latest_correction,highest_market_value,highest_market_value_date,starting_eleven_quote,minutes_quote,penalty_saves_quote,goal_participation_quote,instagram,injury,goals_conceded,clean_sheets,games,points_per_game,goals,assists,own_goals,ins,outs,yellow_cards,yellow_red_cards,red_cards,penalty_goals,minutes_per_goal,minutes
Griechenland,20230420232325,https://www.transfermarkt.ch/giannis-kioutsektsidis/profil/spieler/708457,2,Giannis Kioutsektsidis,,Ap. Paralimniou,21,"1,70 m",Griechenland,Rechter Verteidiger,rechts,,,01.07.2021,30.06.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420232415,https://www.transfermarkt.ch/nikolaos-kritikos/profil/spieler/186342,,Nikolaos Kritikos,,AO Trikala,28,"1,87 m",Griechenland,Defensives Mittelfeld,links,KING AGENCY,,11.01.2023,30.06.2023,,Griechenld. U19,2,0,,,,300 Tsd. €,21.12.2016,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420232456,https://www.transfermarkt.ch/theocharis-psaltis/profil/spieler/353631,,Theocharis Psaltis,,FS Kozani,26,"1,74 m",Griechenland,Defensives Mittelfeld,rechts,,,31.10.2022,30.06.2023,,,,,,,,100 Tsd. €,28.06.2021,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420232544,https://www.transfermarkt.ch/julian-marchioni/profil/spieler/323920,28,Julián Marchioni,Liga 2,ACSM Poli Iasi,2.Liga,30,"1,83 m",Argentinien,Zentrales Mittelfeld,rechts,,,04.07.2022,-,,,,,200 Tsd. €Letzte Änderung: 21.12.2022,Tsd. €,Letzte Änderung: 21.12.2022,500 Tsd. €,13.02.2017,79,73,,3,,,,,18,"2,06",-,1,-,3,6,1,-,-,-,-,1.243'
Griechenland,20230420232609,https://www.transfermarkt.ch/stratos-gravas/profil/spieler/562824,,Stratos Gravas,,Vereinslos,01.07.2021,22,"1,81 m",Griechenland,Zentrales Mittelfeld,rechts,ES SPORT,,01.07.2021,-,,,,,,,,25 Tsd. €,28.06.2021,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420232638,https://www.transfermarkt.ch/konstantinos-triantafyllou/profil/spieler/160839,,Konstantinos Triantafyllou,,Unbekannt,Panserraikos,32,"1,77 m",Griechenland,Zentrales Mittelfeld,rechts,Tigerjumpsports LTI,,01.07.2022,30.06.2023,,Griechenland U21,4,0,,,,500 Tsd. €,29.12.2011,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420232702,https://www.transfermarkt.ch/stergios-tsimikas/profil/spieler/240119,8,Stergios Tsimikas,Super League 2,Iraklis Larisas,2.Liga,29,"1,74 m",Griechenland,Offensives Mittelfeld,links,SG Agency,,05.08.2022,30.06.2023,,,,,125 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,250 Tsd. €,20.04.2017,44,40,,0,,,,,,,,,,,,,,,,,
Griechenland,20230420232724,https://www.transfermarkt.ch/alexandros-maskanakis/profil/spieler/736777,17,Alexandros Maskanakis,Super League 2,Panserraikos,2.Liga,18,"1,73 m",Griechenland,Offensives Mittelfeld,,PURE,,01.07.2020,30.06.2026,,,,,75 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,75 Tsd. €,28.06.2021,0,3,,6,,,,,,,,,,,,,,,,,
Griechenland,20230420232747,https://www.transfermarkt.ch/d-rsquo-avila-messi-kessie/profil/spieler/878412,,D’Avila Messi Kessie,,ISCA,23,"1,67 m",Elfenbeinküste,Linksaußen,links,,,12.01.2023,-,,,,,,,,125 Tsd. €,28.06.2021,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420232835,https://www.transfermarkt.ch/stefanos-petrou/profil/spieler/559022,11,Stefanos Petrou,,Ap. Paralimniou,23,"1,85 m",Griechenland,Linksaußen,links,SG Agency,,01.07.2022,30.06.2023,,,,,,,,100 Tsd. €,27.06.2022,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420232919,https://www.transfermarkt.ch/fabricio-conci/profil/spieler/426534,10,Fabricio Conci,Super League 2,Apollon Pontou,2.Liga,24,"1,80 m",Argentinien,Rechtsaußen,beidfüßig,ARGENTUM SPORT,,15.02.2023,30.06.2023,,,,,175 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,250 Tsd. €,27.06.2022,0,6,,0,,,,,2,"2,00",-,-,-,2,-,1,-,-,-,-,35'
Griechenland,20230420232941,https://www.transfermarkt.ch/georgios-georgiadis/profil/spieler/62460,7,Georgios Georgiadis,,Ap. Paralimniou,35,"1,78 m",Griechenland,Rechtsaußen,beidfüßig,PPA WORLD,,27.08.2021,30.06.2023,,Griechenland,3,0,,,,"2,50 Mio. €",26.02.2012,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420233019,https://www.transfermarkt.ch/dimitrios-loufakis/profil/spieler/643356,,Dimitrios Loufakis,,Vereinslos,01.07.2022,23,"1,74 m",Griechenland,Rechtsaußen,,ES SPORT,,01.07.2022,-,,,,,100 Tsd. €Letzte Änderung: 27.06.2022,Tsd. €,Letzte Änderung: 27.06.2022,100 Tsd. €,12.10.2020,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420233045,https://www.transfermarkt.ch/marios-sofianos/profil/spieler/892823,23,Marios Sofianos,Super League 2,Panserraikos,2.Liga,19,"1,75 m",Griechenland,Rechtsaußen,,Golden Era Sports Agency Ltd,,-,30.06.2024,Griechenland U21,,1,0,100 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,100 Tsd. €,27.02.2023,33,36,,13,,,,,,,,,,,,,,,,,
Griechenland,20230420233102,https://www.transfermarkt.ch/dimitrios-gourtsas/profil/spieler/87417,,Dimitrios Gourtsas,,Karriereende,Panserraikos,32,"1,76 m",Griechenland,Mittelstürmer,rechts,,,01.07.2021,-,,Griechenld. U19,3,0,,,,350 Tsd. €,26.04.2018,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420233127,https://www.transfermarkt.ch/michael-olaitan/profil/spieler/179481,,Michael Olaitan,,Vereinslos,PAE Veria,30,"1,84 m",Nigeria,Mittelstürmer,beidfüßig,AMiRu Sport,,01.07.2021,-,,Nigeria U20,6,0,,,,"3,00 Mio. €",28.03.2014,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420233153,https://www.transfermarkt.ch/tomas-prado/profil/spieler/878413,,Tomás Prado,,Unbekannt,01.07.2022,26,"1,84 m",Argentinien,Mittelstürmer,,PANDA SPORT MANAGEMENT,,01.07.2022,-,,,,,,,,150 Tsd. €,28.06.2021,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420233225,https://www.transfermarkt.ch/dimitrios-theodoridis/profil/spieler/604864,,Dimitrios Theodoridis,,K. Angelochor.,20,"1,84 m",Griechenland,Mittelstürmer,beidfüßig,,,19.10.2022,30.06.2023,,,,,,,,50 Tsd. €,28.06.2021,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420233314,https://www.transfermarkt.ch/georgios-papavasiliou/profil/spieler/295882,92,Georgios Papavasiliou,Super League 2,Panserraikos,2.Liga,31,"1,87 m",Griechenland,Mittelstürmer,links,,,13.08.2018,30.06.2023,,,,,100 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,125 Tsd. €,28.12.2021,0,0,,0,,,,,,,,,,,,,,,,,
Griechenland,20230420233344,https://www.transfermarkt.ch/kyriakos-vakirtzis/profil/spieler/882324,,Kyriakos Vakirtzis,,Orfeas Elefth.,20,,Griechenland,Sturm,,,,01.07.2021,-,,,,,,,,50 Tsd. €,28.06.2021,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420233436,https://www.transfermarkt.ch/leonardo-belmani/profil/spieler/708471,,Leonardo Belmani,,Betim Futebol,27,"1,76 m",Brasilien,Sturm,links,,,01.07.2022,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420233527,https://www.transfermarkt.ch/ilias-kyritsis/profil/spieler/402962,97,Ilias Kyritsis,Super League 2,OF Ierapetras,2.Liga,25,"1,85 m",Griechenland,Torwart,rechts,,,22.08.2022,30.06.2023,,,,,200 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,200 Tsd. €,27.02.2023,100,100,100,,,,,,,,,,,,,,,,,,
Griechenland,20230420233553,https://www.transfermarkt.ch/panagiotis-stathakis/profil/spieler/441286,1,Panagiotis Stathakis,,AO Kavala,25,"1,95 m",Griechenland,Torwart,rechts,Ethos Group B.V.,,01.01.2022,30.06.2023,,,,,,,,100 Tsd. €,22.05.2018,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420233639,https://www.transfermarkt.ch/christos-siamatas/profil/spieler/692006,22,Christos Siamatas,Serie C - C,Giugliano,3.Liga,19,"1,89 m",Griechenland,Torwart,rechts,,,24.01.2023,-,,,,,50 Tsd. €Letzte Änderung: 27.06.2022,Tsd. €,Letzte Änderung: 27.06.2022,50 Tsd. €,27.06.2022,0,0,0,,,,,,,,,,,,,,,,,,
Griechenland,20230420233704,https://www.transfermarkt.ch/konstantinos-papapostolou/profil/spieler/707086,20,Konstantinos Papapostolou,,AO Kavala,21,"1,85 m",Griechenland,Torwart,rechts,ELITE SPORTS KSE LTD,,01.07.2020,30.06.2023,,,,,,,,25 Tsd. €,22.02.2022,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420233750,https://www.transfermarkt.ch/fotis-pantekidis/profil/spieler/292360,33,Fotis Pantekidis,Super League 2,Panserraikos,2.Liga,26,"1,86 m",Griechenland,Innenverteidiger,links,Zafi Agent,,26.08.2022,30.06.2024,,Griechenl. U18,2,0,250 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,250 Tsd. €,27.02.2023,78,78,,3,,Gelbsperre - Super League 2bis 25.04.2023,,,,,,,,,,,,,,,
Griechenland,20230420233804,https://www.transfermarkt.ch/apostolos-stikas/profil/spieler/342978,22,Apostolos Stikas,Super League 2,Veria NPS,2.Liga,26,"1,85 m",Griechenland,Innenverteidiger,beidfüßig,,,31.07.2022,30.06.2023,,,,,175 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,200 Tsd. €,20.04.2017,79,77,,5,,,,,15,"1,07",1,-,-,-,1,4,-,-,-,1.324',1.324'
Griechenland,20230420233827,https://www.transfermarkt.ch/dimosthenis-tenekes/profil/spieler/623073,,Dimosthenis Tenekes,,Aris Avatou,22,"1,92 m",Griechenland,Innenverteidiger,rechts,,,31.10.2022,30.06.2023,,,,,,,,75 Tsd. €,28.06.2021,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420233915,https://www.transfermarkt.ch/georgios-gerogiannis/profil/spieler/879497,,Georgios Gerogiannis,,AO Kavala,23,,Griechenland,Innenverteidiger,,,,29.09.2022,30.06.2023,,,,,,,,10 Tsd. €,28.06.2021,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420234008,https://www.transfermarkt.ch/aristotelis-kollaras/profil/spieler/328965,4,Aristotelis Kollaras,Super League 2,Veria NPS,2.Liga,27,"1,80 m",Griechenland,Linker Verteidiger,links,Zafi Agent,,02.01.2023,30.06.2023,,,,,200 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,200 Tsd. €,27.06.2022,74,74,,0,,,,,,,,,,,,,,,,,
Griechenland,20230420234031,https://www.transfermarkt.ch/giannis-malandris/profil/spieler/882325,13,Giannis Malandris,,Ap. Paralimniou,19,"1,74 m",Griechenland,Linker Verteidiger,links,,,01.07.2022,30.06.2023,,,,,,,,10 Tsd. €,28.06.2021,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420234117,https://www.transfermarkt.ch/giannis-kazantzidis/profil/spieler/256963,,Giannis Kazantzidis,,AO Kavala,27,"1,73 m",Griechenland,Rechter Verteidiger,rechts,ELITE SPORTS KSE LTD,,29.10.2022,30.06.2023,,,,,,,,200 Tsd. €,28.06.2021,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420234203,https://www.transfermarkt.ch/rafail-gialamoudis/profil/spieler/464527,22,Rafail Gialamoudis,Super League 2,Almopos,2.Liga,25,"1,75 m",Griechenland,Rechter Verteidiger,rechts,Ethos Group B.V.,,13.09.2021,30.06.2023,,,,,150 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,200 Tsd. €,27.06.2022,16,16,,0,,,,,6,"0,50",-,-,-,3,2,2,-,-,-,-,266'
Griechenland,20230420234223,https://www.transfermarkt.ch/andreas-giannakos/profil/spieler/892832,,Andreas Giannakos,,AO Kavala,19,"1,79 m",Griechenland,Rechter Verteidiger,rechts,,,01.07.2020,30.06.2023,,,,,,,,100 Tsd. €,22.02.2022,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420234310,https://www.transfermarkt.ch/vangelis-kerthi/profil/spieler/640689,12,Vangelis Kerthi,Super League 2,Almopos,2.Liga,23,"1,82 m",Griechenland,Defensives Mittelfeld,,Zafi Agent,,27.08.2021,30.06.2023,,,,,175 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,175 Tsd. €,27.06.2022,95,88,,0,,Gelbsperre - Super League 2bis 29.04.2023,,,,,,,,,,,,,,,
Griechenland,20230420234331,https://www.transfermarkt.ch/konstantinos-georgakopoulos/profil/spieler/441448,,Konstantinos Georgakopoulos,,APS Zakynthos,24,"1,80 m",Griechenland,Defensives Mittelfeld,,SG Agency,,19.01.2023,30.06.2023,,,,,,,,50 Tsd. €,28.06.2021,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420234419,https://www.transfermarkt.ch/filippos-tzabejia/profil/spieler/879508,20,Filippos Tzabejia,,Ap. Paralimniou,26,,Griechenland,Defensives Mittelfeld,,,,01.07.2021,30.06.2023,,,,,,,,10 Tsd. €,28.06.2021,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420234509,https://www.transfermarkt.ch/vasilios-gavriilidis/profil/spieler/186621,20,Vasilios Gavriilidis,Super League 2,Niki Volou,2.Liga,30,"1,86 m",Griechenland,Zentrales Mittelfeld,rechts,DRANGOLD AGENCY,,06.08.2022,30.06.2024,,Griechenld. U19,1,0,250 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,300 Tsd. €,27.06.2022,83,75,,15,,,,,,,,,,,,,,,,,
Griechenland,20230420234526,https://www.transfermarkt.ch/dimitrios-thomaidis/profil/spieler/640688,18,Dimitrios Thomaidis,Super League 2,AE Larisa,2.Liga,23,"1,80 m",Griechenland,Zentrales Mittelfeld,links,ELITE SPORTS KSE LTD,,01.09.2022,30.06.2023,,,,,200 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,200 Tsd. €,27.02.2023,100,88,,3,,,,,,,,,,,,,,,,,
Griechenland,20230420234549,https://www.transfermarkt.ch/petros-orfanidis/profil/spieler/331208,8,Petros Orfanidis,Super League 2,Veria NPS,2.Liga,27,"1,79 m",Griechenland,Offensives Mittelfeld,links,Ethos Group B.V.,,02.08.2021,30.06.2023,,Griechenland U21,10,0,175 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,350 Tsd. €,21.12.2016,53,46,,20,,,,,11,"1,18",3,1,-,1,9,2,-,-,1,265',795'
Griechenland,20230420234609,https://www.transfermarkt.ch/aristidis-kokkoris/profil/spieler/533902,72,Aristidis Kokkoris,Super League 2,Iraklis,2.Liga,24,"1,68 m",Griechenland,Linksaußen,links,,Nike,14.01.2023,30.06.2023,,,,,125 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,200 Tsd. €,28.06.2021,6,8,,0,,,,,,,,,,,,,,,,,
Griechenland,20230420234633,https://www.transfermarkt.ch/rafail-melissopoulos/profil/spieler/350644,,Rafail Melissopoulos,,Chrysochori,26,"1,76 m",Griechenland,Rechtsaußen,rechts,,,01.07.2022,30.06.2023,,Griechenld. U19,5,0,,,,150 Tsd. €,21.05.2019,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420234715,https://www.transfermarkt.ch/savvas-deligiannidis/profil/spieler/892847,,Savvas Deligiannidis,,Vyron Kavalas,18,"1,74 m",Griechenland,Rechtsaußen,links,,,31.08.2022,30.06.2023,,,,,,,,25 Tsd. €,28.06.2021,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420234802,https://www.transfermarkt.ch/nikolaos-valavanopoulos/profil/spieler/567480,,Nikolaos Valavanopoulos,,AE Mykonou,27,,Griechenland,Mittelstürmer,,,,02.08.2022,30.06.2023,,,,,,,,250 Tsd. €,28.06.2021,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420234854,https://www.transfermarkt.ch/christos-kollas/profil/spieler/590141,9,Christos Kollas,Super League 2,AO Egaleo,2.Liga,25,,Griechenland,Mittelstürmer,rechts,Zafi Agent,,16.08.2022,30.06.2023,,,,,250 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,250 Tsd. €,27.06.2022,79,76,,25,,,,,,,,,,,,,,,,,
Griechenland,20230420234919,https://www.transfermarkt.ch/iordanis-adamakis/profil/spieler/640691,,Iordanis Adamakis,,,,"1,87 m",Griechenland,Mittelstürmer,,,,,,,,,,,,,250 Tsd. €,28.12.2021,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420235015,https://www.transfermarkt.ch/lefteris-papadopoulos/profil/spieler/465541,,Lefteris Papadopoulos,,Anag. Artas,23,"1,82 m",Griechenland,Mittelstürmer,rechts,,,02.11.2021,-,,Griechenland U17,3,0,,,,50 Tsd. €,28.06.2021,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420235103,https://www.transfermarkt.ch/dimitrios-skafidas/profil/spieler/369102,99,Dimitrios Skafidas,Super League 2,AO Egaleo,2.Liga,23,"1,91 m",Griechenland,Torwart,,,,17.08.2022,30.06.2023,,Griechenl. U16,0,0,75 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,100 Tsd. €,21.08.2017,37,33,0,,,,,,,,,,,,,,,,,,
Griechenland,20230420235130,https://www.transfermarkt.ch/georgios-sikalias/profil/spieler/27579,20,Georgios Sikalias,Super League 2,AO Egaleo,2.Liga,37,"1,87 m",Griechenland,Torwart,links,,,01.07.2019,30.06.2023,,Griechenland U21,5,0,50 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,400 Tsd. €,12.01.2009,58,62,0,,,,,,,,,,,,,,,,,,
Griechenland,20230420235148,https://www.transfermarkt.ch/nikolaos-fylaktos/profil/spieler/688782,,Nikolaos Fylaktos,,Fostiras,25,,Griechenland,Torwart,,,,05.08.2022,30.06.2023,,,,,,,,100 Tsd. €,27.06.2022,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420235240,https://www.transfermarkt.ch/nikolaos-sfyridis/profil/spieler/672299,,Nikolaos Sfyridis,,Fostiras,22,"1,93 m",Griechenland,Torwart,,,,03.08.2022,30.06.2023,,,,,,,,50 Tsd. €,27.06.2022,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420235329,https://www.transfermarkt.ch/spyros-vlachos/profil/spieler/355750,96,Spyros Vlachos,Super League 2,Kallithea,2.Liga,27,"1,89 m",Griechenland,Innenverteidiger,links,,,02.01.2023,30.06.2024,,Griechenld. U19,0,0,200 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,250 Tsd. €,11.06.2019,63,65,,0,,,,,,,,,,,,,,,,,
Griechenland,20230420235348,https://www.transfermarkt.ch/charalampos-ikonomopoulos/profil/spieler/118058,,Charalampos Ikonomopoulos,,Ast. Magoulas,32,"1,84 m",Griechenland,Innenverteidiger,links,,,26.07.2022,30.06.2023,,,,,,,,350 Tsd. €,10.02.2013,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420235436,https://www.transfermarkt.ch/michalis-papanikolas/profil/spieler/256811,5,Michalis Papanikolas,Super League 2,AO Egaleo,2.Liga,30,"1,88 m",Griechenland,Innenverteidiger,rechts,,,01.07.2018,30.06.2023,,,,,150 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,150 Tsd. €,28.12.2021,84,84,,0,,,,,,,,,,,,,,,,,
Griechenland,20230420235500,https://www.transfermarkt.ch/antonis-anastasiou/profil/spieler/392241,12,Antonis Anastasiou,Super League 2,Niki Volou,2.Liga,26,"1,70 m",Griechenland,Linker Verteidiger,links,,,07.08.2022,30.06.2024,,Griechenland U21,1,0,200 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,250 Tsd. €,27.06.2022,50,43,,0,,,,,,,,,,,,,,,,,
Griechenland,20230420235519,https://www.transfermarkt.ch/angelos-tasioulis/profil/spieler/737207,33,Angelos Tasioulis,Super League 2,PAO Rouf,2.Liga,24,"1,83 m",Griechenland,Linker Verteidiger,links,THE LEGION AGENCY,,16.10.2022,30.06.2023,,,,,125 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,125 Tsd. €,27.06.2022,42,45,,0,,,,,14,"0,29",-,-,-,6,4,3,-,-,-,-,775'
Griechenland,20230420235541,https://www.transfermarkt.ch/theodoros-papoutsogiannopoulos/profil/spieler/182693,13,Theodoros Papoutsogiannopoulos,Super League 2,PAO Rouf,2.Liga,28,"1,80 m",Griechenland,Rechter Verteidiger,rechts,11onThePitch Sportmanagement,,03.10.2022,30.06.2023,,Griechenland U21,2,0,100 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,200 Tsd. €,02.12.2013,58,60,,0,,,,,,,,,,,,,,,,,
Griechenland,20230420235557,https://www.transfermarkt.ch/georgios-magakis/profil/spieler/493342,3,Georgios Magakis,Super League 2,Diagoras,2.Liga,24,"1,72 m",Griechenland,Rechter Verteidiger,rechts,,,05.10.2022,30.06.2023,,,,,125 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,125 Tsd. €,27.02.2023,89,85,,8,,,,,,,,,,,,,,,,,
Griechenland,20230420235621,https://www.transfermarkt.ch/konstantinos-valmas/profil/spieler/319591,,Konstantinos Valmas,,AE Moschatou,25,"1,69 m",Griechenland,Rechter Verteidiger,rechts,KICK OFF SPORT MANAGEMENT,adidas,27.01.2023,30.06.2023,,Griechenl. U20,2,0,,,,100 Tsd. €,26.04.2018,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420235659,https://www.transfermarkt.ch/panagiotis-vlachos/profil/spieler/68440,,Panagiotis Vlachos,,Fostiras,33,"1,75 m",Griechenland,Rechter Verteidiger,rechts,,,31.07.2021,-,,,,,,,,250 Tsd. €,21.10.2008,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420235746,https://www.transfermarkt.ch/dimitrios-macheras/profil/spieler/132244,,Dimitrios Macheras,,Pandramaikos,32,"1,78 m",Griechenland,Defensives Mittelfeld,rechts,ohne Berater,,16.09.2022,30.06.2023,,Griechenland U21,0,0,,,,400 Tsd. €,21.09.2012,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420235826,https://www.transfermarkt.ch/leonidas-kasneci/profil/spieler/206822,,Leonidas Kasneci,,Agia Paraskevi,30,"1,86 m",Griechenland,Defensives Mittelfeld,rechts,,,31.01.2023,30.06.2023,,,,,,,,150 Tsd. €,21.12.2014,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420235914,https://www.transfermarkt.ch/angelos-piniotis/profil/spieler/365258,,Angelos Piniotis,,Fostiras,26,"1,74 m",Griechenland,Defensives Mittelfeld,,ohne Berater,,08.08.2021,30.06.2023,,Griechenland U21,1,0,,,,250 Tsd. €,22.05.2018,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230420235956,https://www.transfermarkt.ch/pavlos-laskaris/profil/spieler/382546,15,Pavlos Laskaris,Super League 2,Kallithea,2.Liga,27,"1,87 m",Griechenland,Defensives Mittelfeld,rechts,KICK OFF SPORT MANAGEMENT,,01.09.2022,30.06.2023,,,,,150 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,200 Tsd. €,11.06.2019,11,13,,0,,,,,,,,,,,,,,,,,
Griechenland,20230421000019,https://www.transfermarkt.ch/konstantinos-tsitsaris/profil/spieler/690069,11,Konstantinos Tsitsaris,Super League 2,AO Egaleo,2.Liga,29,"1,83 m",Griechenland,Zentrales Mittelfeld,rechts,,,01.07.2019,30.06.2023,,,,,150 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,150 Tsd. €,27.02.2023,89,82,,6,,,,,,,,,,,,,,,,,
Griechenland,20230421000042,https://www.transfermarkt.ch/angelos-chanti/profil/spieler/157536,10,Angelos Chanti,Super League 2,Panachaiki,2.Liga,33,"1,86 m",Jordanien,Offensives Mittelfeld,links,Bengal Soccer,,16.08.2021,30.06.2023,,Jordanien,4,0,150 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,500 Tsd. €,02.12.2013,32,42,,15,,,,,,,,,,,,,,,,,
Griechenland,20230421000057,https://www.transfermarkt.ch/giannis-bourlakis/profil/spieler/206632,17,Giannis Bourlakis,Super League 2,Panachaiki,2.Liga,29,"1,74 m",Griechenland,Offensives Mittelfeld,rechts,ohne Berater,,18.08.2021,30.06.2023,,,,,200 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,200 Tsd. €,27.02.2023,79,76,,20,,,,,,,,,,,,,,,,,
Griechenland,20230421000118,https://www.transfermarkt.ch/giannis-stamatakis/profil/spieler/254063,8,Giannis Stamatakis,Super League 2,AO Egaleo,2.Liga,28,"1,79 m",Griechenland,Offensives Mittelfeld,rechts,,,05.07.2019,30.06.2023,,,,,125 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,200 Tsd. €,20.04.2017,37,35,,0,,,,,,,,,,,,,,,,,
Griechenland,20230421000142,https://www.transfermarkt.ch/okan-suleiman/profil/spieler/416492,,Okan Suleiman,,Nestos,23,"1,73 m",Griechenland,Offensives Mittelfeld,links,SG Agency,,28.01.2023,30.06.2023,,Griechenld. U19,2,0,,,,150 Tsd. €,07.12.2018,,,,,,,,,,,,,,,,,,,,,
Griechenland,20230421000220,https://www.transfermarkt.ch/konstantinos-ikonomikos/profil/spieler/618521,20,Konstantinos Ikonomikos,Super League 2,Thesprotos,2.Liga,21,,Griechenland,Offensives Mittelfeld,rechts,,,01.09.2022,30.06.2023,,,,,25 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,25 Tsd. €,22.02.2022,32,26,,0,,,,,,,,,,,,,,,,,
Griechenland,20230421000246,https://www.transfermarkt.ch/ilias-tsiligiris/profil/spieler/222598,10,Ilias Tsiligiris,Super League 2,AO Egaleo,2.Liga,35,"1,79 m",Griechenland,Linksaußen,beidfüßig,Elite Players Management,,03.07.2019,30.06.2023,,,,,150 Tsd. €Letzte Änderung: 27.02.2023,Tsd. €,Letzte Änderung: 27.02.2023,300 Tsd. €,20.04.2017,95,92,,38,,,,,,,,,,,,,,,,,
